"ec5_uuid","created_at","uploaded_at","created_by","title","team","event_type","date","general_location","bag_comments","bag_label_photo","survey_name","trawl_cruise","trawl_species_code","trawl_set","JHS_transect","JHS_station"
"6b8fdaa0-3386-11f1-b299-fb177d4e21f3","2026-04-08T20:06:24.000Z","2026-04-08T20:10:03.000Z","eouellette83@gmail.com","22/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","22/09/2025","","","6b8fdaa0-3386-11f1-b299-fb177d4e21f3_1775678997.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",79,NA,NA
"29689c60-32bf-11f1-bc2f-699ce59e6039","2026-04-07T20:20:04.000Z","2026-04-07T20:21:20.000Z","autumnwang1211@gmail.com","23/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","23/09/2025","","","29689c60-32bf-11f1-bc2f-699ce59e6039_1775593262.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",87,NA,NA
"db1a1fe0-329e-11f1-beb0-5b27e3a4d305","2026-04-07T16:28:48.000Z","2026-04-07T16:29:54.000Z","autumnwang1211@gmail.com","23/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","23/09/2025","","","db1a1fe0-329e-11f1-beb0-5b27e3a4d305_1775579364.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",83,NA,NA
"22f4f590-2fae-11f1-820a-9b83a52ccb60","2026-04-03T22:40:38.000Z","2026-04-03T22:41:38.000Z","autumnwang1211@gmail.com","23/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","23/09/2025","","","22f4f590-2fae-11f1-820a-9b83a52ccb60_1775256076.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",82,NA,NA
"528f3290-2ee9-11f1-9750-5bc8d022b93f","2026-04-02T23:11:47.000Z","2026-04-02T23:12:55.000Z","autumnwang1211@gmail.com","22/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","22/09/2025","","","528f3290-2ee9-11f1-9750-5bc8d022b93f_1775171552.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",71,NA,NA
"9dc05100-2ede-11f1-9ead-1704ba307051","2026-04-02T21:55:08.000Z","2026-04-02T21:55:57.000Z","autumnwang1211@gmail.com","21/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/09/2025","","","9dc05100-2ede-11f1-9ead-1704ba307051_1775166935.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",59,NA,NA
"941f2b00-2ecd-11f1-a83f-2919f049b0bd","2026-04-02T19:53:11.000Z","2026-04-02T19:54:30.000Z","autumnwang1211@gmail.com","24/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","24/09/2025","","","941f2b00-2ecd-11f1-a83f-2919f049b0bd_1775159623.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",95,NA,NA
"6d915980-2eb0-11f1-9e8a-29ca37fc4aa1","2026-04-02T16:24:31.000Z","2026-04-02T16:26:11.000Z","autumnwang1211@gmail.com","16/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","16/09/2025","","","6d915980-2eb0-11f1-9e8a-29ca37fc4aa1_1775147099.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",7,NA,NA
"34ed501a-dd02-4e08-847e-fdf383ed1a54","2026-03-26T20:51:27.000Z","2026-03-26T20:51:36.000Z","jessqualley@gmail.com","12/09/2025 SOG Fall Juvenile Herring Survey","DFO","Purse Seine","12/09/2025","","Clarke rock","34ed501a-dd02-4e08-847e-fdf383ed1a54_1774558271.jpg","SOG Fall Juvenile Herring Survey","","",NA,NA,NA
"decf3620-27bd-11f1-a8e7-55912dddcf01","2026-03-24T20:13:06.000Z","2026-03-24T20:14:23.000Z","eouellette83@gmail.com","16/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","16/09/2025","","","","SOG Midwater Salmon Trawl","2025-026","115J  Coho",9,NA,NA
"8471c5f0-27a2-11f1-8aed-732a48a472c1","2026-03-24T16:57:18.000Z","2026-03-24T16:59:44.000Z","eouellette83@gmail.com","17/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/09/2025","","","","SOG Midwater Salmon Trawl","2025-026","115J  Coho",16,NA,NA
"7d7af420-26fc-11f1-96b2-95460239d022","2026-03-23T21:08:50.000Z","2026-03-23T21:10:03.000Z","autumnwang1211@gmail.com","19/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","19/09/2025","","","7d7af420-26fc-11f1-96b2-95460239d022_1774300183.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",45,NA,NA
"55973d50-26e4-11f1-8e1a-f986b8ce67a7","2026-03-23T18:15:55.000Z","2026-03-23T18:17:32.000Z","autumnwang1211@gmail.com","19/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","19/09/2025","","","55973d50-26e4-11f1-8e1a-f986b8ce67a7_1774289847.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",42,NA,NA
"82fcd9a7-cbe7-474a-8f90-7d2cd97c9e29","2026-03-19T20:21:38.000Z","2026-03-19T20:21:14.000Z","maddy.thoms@gmail.com","14/09/2024 SOG Fall Juvenile Herring Survey","DFO","Purse Seine","14/09/2024","","","82fcd9a7-cbe7-474a-8f90-7d2cd97c9e29_1773951619.jpg","SOG Fall Juvenile Herring Survey","","",NA,3,1
"8c667495-4ad4-4e6b-adf7-b5be444a2d59","2026-03-18T22:57:39.000Z","2026-03-19T00:54:51.000Z","maddy.thoms@gmail.com","11/09/2025 SOG Fall Juvenile Herring Survey","DFO","Purse Seine","11/09/2025","","French creek","8c667495-4ad4-4e6b-adf7-b5be444a2d59_1773874621.jpg","SOG Fall Juvenile Herring Survey","","",NA,5,NA
"4947c0ad-9858-46f3-a065-53bb2283c4f6","2026-03-18T20:03:42.000Z","2026-03-18T20:59:43.000Z","jessqualley@gmail.com","09/09/2025 SOG Fall Juvenile Herring Survey","DFO","Purse Seine","09/09/2025","","","4947c0ad-9858-46f3-a065-53bb2283c4f6_1773864200.jpg","SOG Fall Juvenile Herring Survey","","",NA,4,NA
"e6c4c555-d9a2-4bde-89be-b2dc14b63b59","2026-03-18T19:54:00.000Z","2026-03-18T20:01:34.000Z","jessqualley@gmail.com","16/09/2025 SOG Fall Juvenile Herring Survey","DFO","Purse Seine","16/09/2025","","","e6c4c555-d9a2-4bde-89be-b2dc14b63b59_1773863621.jpg","SOG Fall Juvenile Herring Survey","","",NA,2,NA
"8b7209a8-9ada-40e1-be25-3c6fc06b074b","2026-03-18T18:42:49.000Z","2026-03-18T18:48:33.000Z","jessqualley@gmail.com","12/09/2025 SOG Fall Juvenile Herring Survey","DFO","Purse Seine","12/09/2025","","","8b7209a8-9ada-40e1-be25-3c6fc06b074b_1773859333.jpg","SOG Fall Juvenile Herring Survey","","",NA,1,1
"8aee0089-5d3d-4f83-9a96-f4728d2933a7","2026-03-18T18:35:48.000Z","2026-03-18T18:48:20.000Z","jessqualley@gmail.com","15/09/2025 SOG Fall Juvenile Herring Survey","DFO","Purse Seine","15/09/2025","","","8aee0089-5d3d-4f83-9a96-f4728d2933a7_1773858932.jpg","SOG Fall Juvenile Herring Survey","","",39,NA,NA
"fc44b586-4400-4f82-9b03-df9b1c63882e","2026-03-18T17:58:21.000Z","2026-03-18T18:23:17.000Z","jessqualley@gmail.com","18/09/2024 SOG Fall Juvenile Herring Survey","DFO","Purse Seine","18/09/2024","","Yellow point","fc44b586-4400-4f82-9b03-df9b1c63882e_1773856649.jpg","SOG Fall Juvenile Herring Survey","","",NA,2,NA
"f49f3550-1d80-11f1-983f-6565279710f7","2026-03-11T19:31:52.000Z","2026-03-11T19:49:15.000Z","eouellette83@gmail.com","21/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/09/2025","","","","SOG Midwater Salmon Trawl","2025-026","115J  Coho",59,NA,NA
"755e84a0-1d6f-11f1-b17d-2379ff5ecb33","2026-03-11T17:26:37.000Z","2026-03-11T17:28:30.000Z","autumnwang1211@gmail.com","20/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","20/09/2025","","","755e84a0-1d6f-11f1-b17d-2379ff5ecb33_1773250062.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",55,NA,NA
"dd68d160-1cd2-11f1-a72f-092aa938216c","2026-03-10T22:45:40.000Z","2026-03-10T22:47:25.000Z","eouellette83@gmail.com","25/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/09/2025","","","","SOG Midwater Salmon Trawl","2025-026","115J  Coho",88,NA,NA
"3e319850-181a-11f1-bc10-0d9e215be863","2026-03-04T22:34:01.000Z","2026-03-04T22:35:45.000Z","autumnwang1211@gmail.com","21/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/09/2025","","","3e319850-181a-11f1-bc10-0d9e215be863_1772663737.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",66,NA,NA
"e9f95780-17f3-11f1-85ab-35b73fce5b37","2026-03-04T17:59:39.000Z","2026-03-04T18:01:47.000Z","autumnwang1211@gmail.com","22/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","22/09/2025","","","e9f95780-17f3-11f1-85ab-35b73fce5b37_1772647301.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",75,NA,NA
"53714960-1728-11f1-8e96-251dd9f47bce","2026-03-03T17:42:19.000Z","2026-03-03T22:42:14.000Z","eouellette83@gmail.com","25/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/09/2025","","","53714960-1728-11f1-8e96-251dd9f47bce_1772577729.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",110,NA,NA
"f0551170-168e-11f1-92a9-db6971c5230a","2026-03-02T23:24:19.000Z","2026-03-02T23:29:45.000Z","eouellette83@gmail.com","24/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","24/09/2025","","","f0551170-168e-11f1-92a9-db6971c5230a_1772494150.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",105,NA,NA
"c82e9b60-166d-11f1-b87d-3b1b38f84b75","2026-03-02T19:26:59.000Z","2026-03-02T19:30:29.000Z","autumnwang1211@gmail.com","22/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","22/09/2025","","","c82e9b60-166d-11f1-b87d-3b1b38f84b75_1772479750.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",76,NA,NA
"5ddeb5d0-1364-11f1-be52-0148eaff955d","2026-02-26T22:42:01.000Z","2026-02-26T22:44:42.000Z","autumnwang1211@gmail.com","23/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","23/09/2025","","","5ddeb5d0-1364-11f1-be52-0148eaff955d_1772145841.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",86,NA,NA
"4d91b610-1273-11f1-a05b-c952f3863104","2026-02-25T17:56:25.000Z","2026-02-25T18:07:44.000Z","autumnwang1211@gmail.com","25/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/09/2025","","","4d91b610-1273-11f1-a05b-c952f3863104_1772042733.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",114,NA,NA
"c161f3ad-509d-4d80-8d8d-fa99a0a89fb2","2026-02-24T20:06:59.000Z","2026-02-24T20:21:00.000Z","jessqualley@gmail.com","16/06/2025 Comox","UVic/PSF","Beach Seine","16/06/2025","Comox","","c161f3ad-509d-4d80-8d8d-fa99a0a89fb2_1771963614.jpg","","","",NA,NA,NA
"1ed64070-11b0-11f1-9e98-ab8c8faf3d77","2026-02-24T18:39:15.000Z","2026-02-24T18:41:31.000Z","maddy.thoms@gmail.com","21/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/09/2025","","","1ed64070-11b0-11f1-9e98-ab8c8faf3d77_1771958482.jpg","SOG Midwater Salmon Trawl","2025-026","115J  Coho",63,NA,NA
"9eb33bc0-10fe-11f1-b2b1-733e97153aff","2026-02-23T21:28:39.000Z","2026-02-23T21:33:21.000Z","maeve.corcoran1@gmail.com","24/06/2025 Campbell River - Ferry Terminal","A-Tlegay","Beach Seine","24/06/2025","Campbell River","Priority Stoms ","9eb33bc0-10fe-11f1-b2b1-733e97153aff_1771882355.jpg","","","",NA,NA,NA
"b9c98744-74f1-44a8-9d12-49a07e049a4e","2026-02-11T00:19:09.000Z","2026-02-11T00:53:26.000Z","jessqualley@gmail.com","16/06/2025 Nanaimo","UVic/PSF","Beach Seine","16/06/2025","Nanaimo","","b9c98744-74f1-44a8-9d12-49a07e049a4e_1770769145.jpg","","","",NA,NA,NA
"6a01817a-e07c-45ad-a75e-1d25604c1ce0","2026-02-10T23:20:37.000Z","2026-02-10T23:57:57.000Z","jessqualley@gmail.com","23/06/2025 Comox","UVic/PSF","Beach Seine","23/06/2025","Comox","","6a01817a-e07c-45ad-a75e-1d25604c1ce0_1770765633.jpg","","","",NA,NA,NA
"0e7e0728-25ea-4056-b85f-f97db2171d5b","2026-02-10T22:29:39.000Z","2026-04-09T21:09:41.000Z","jessqualley@gmail.com","27/05/2025 Campbell River / DI","A-Tlegay","Beach Seine","27/05/2025","Campbell River","","0e7e0728-25ea-4056-b85f-f97db2171d5b_1770762576.jpg","","","",NA,NA,NA
"ada78203-982d-4afc-bbc2-b907d084e128","2026-02-10T22:18:39.000Z","2026-02-10T22:28:21.000Z","jessqualley@gmail.com","07/05/2025 Campbell River - Ferry Terminal","A-Tlegay","Beach Seine","07/05/2025","Campbell River","","ada78203-982d-4afc-bbc2-b907d084e128_1770761915.jpg","","","",NA,NA,NA
"4e2a1e99-572d-4c3a-a179-bb189c33a963","2026-02-10T21:46:25.000Z","2026-02-10T22:17:03.000Z","jessqualley@gmail.com","03/06/2025 Campbell River / DI","A-Tlegay","Beach Seine","03/06/2025","Campbell River","","4e2a1e99-572d-4c3a-a179-bb189c33a963_1770759973.jpg","","","",NA,NA,NA
"1a84723f-23cb-4076-a97b-3d97f1b59390","2026-02-10T21:21:13.000Z","2026-02-10T21:40:00.000Z","jessqualley@gmail.com","10/07/2025 Campbell River - Ferry Terminal","A-Tlegay","Beach Seine","10/07/2025","Campbell River","","1a84723f-23cb-4076-a97b-3d97f1b59390_1770758470.jpg","","","",NA,NA,NA
"338a8cf3-d90b-4e4c-b962-87aa395130b1","2026-02-10T19:26:09.000Z","2026-02-10T19:50:59.000Z","jessqualley@gmail.com","25/02/2025 Campbell River / DI","UVic/PSF","Microtroll","25/02/2025","Campbell River","","338a8cf3-d90b-4e4c-b962-87aa395130b1_1770751566.jpg","","","",NA,NA,NA
"3cbe7039-daa3-4db9-909e-6e5c50174739","2026-02-10T18:53:08.000Z","2026-02-10T19:06:19.000Z","jessqualley@gmail.com","28/08/2025 Nanaimo","UVic/PSF","Microtroll","28/08/2025","Nanaimo","","3cbe7039-daa3-4db9-909e-6e5c50174739_1770749579.jpg","","","",NA,NA,NA
"05562013-66da-4ffd-9c07-b47faf8f4b37","2026-02-10T18:04:35.000Z","2026-02-10T18:04:45.000Z","jessqualley@gmail.com","05/09/2025 Cowichan / SGI","Cowichan","Microtroll","05/09/2025","SGI","","05562013-66da-4ffd-9c07-b47faf8f4b37_1770746664.jpg","","","",NA,NA,NA
"e972d2a1-ecb3-404b-ba19-3ab49e290b54","2026-02-09T23:24:48.000Z","2026-02-10T00:19:35.000Z","jessqualley@gmail.com","28/08/2025 Nanaimo","UVic/PSF","Microtroll","28/08/2025","Nanaimo","","e972d2a1-ecb3-404b-ba19-3ab49e290b54_1770679484.jpg","","","",NA,NA,NA
"ae431d9c-c6a5-4fb8-b75f-a77bc1ebb15b","2026-02-09T22:34:52.000Z","2026-02-09T22:58:55.000Z","jessqualley@gmail.com","04/09/2025 Comox","UVic/PSF","Microtroll","04/09/2025","Comox","","ae431d9c-c6a5-4fb8-b75f-a77bc1ebb15b_1770676488.jpg","","","",NA,NA,NA
"9f5c003b-d4c4-4e6f-8b30-2881647e3b07","2026-02-09T22:13:42.000Z","2026-02-09T22:26:01.000Z","jessqualley@gmail.com","05/09/2025 Southern Gulf Flex - Maple Bay","Cowichan","Microtroll","05/09/2025","SGI","","9f5c003b-d4c4-4e6f-8b30-2881647e3b07_1770675205.jpg","","","",NA,NA,NA
"52d395df-79c2-46d1-8aa9-53601ecca85f","2026-02-09T19:35:03.000Z","2026-02-09T19:50:37.000Z","jessqualley@gmail.com","03/09/2025 Campbell River / DI","A-Tlegay","Microtroll","03/09/2025","Campbell River","","52d395df-79c2-46d1-8aa9-53601ecca85f_1770665693.jpg","","","",NA,NA,NA
"75b906ed-a6de-4df8-893a-4757f57bcc7a","2026-02-09T18:54:50.000Z","2026-02-09T19:29:20.000Z","jessqualley@gmail.com","24/09/2025 Cowichan / SGI","Cowichan","Microtroll","24/09/2025","SGI","","75b906ed-a6de-4df8-893a-4757f57bcc7a_1770663279.jpg","","","",NA,NA,NA
"0aa00ece-3f3c-4100-8b4e-7aaabb7f36e2","2026-02-05T00:34:48.000Z","2026-02-05T00:50:45.000Z","jessqualley@gmail.com","25/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/09/2025","","","0aa00ece-3f3c-4100-8b4e-7aaabb7f36e2_1770251666.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",120,NA,NA
"89a0e95d-f58e-4ac5-b4f5-d5d07bf3f177","2026-02-05T00:31:43.000Z","2026-02-05T00:50:35.000Z","jessqualley@gmail.com","25/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/06/2025","","","89a0e95d-f58e-4ac5-b4f5-d5d07bf3f177_1770251477.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",105,NA,NA
"f9707bba-270e-4125-b6a7-6dfbb07d5a3e","2026-02-04T23:56:44.000Z","2026-02-05T00:30:13.000Z","jessqualley@gmail.com","28/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","28/06/2025","","","f9707bba-270e-4125-b6a7-6dfbb07d5a3e_1770249374.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",135,NA,NA
"95e31988-3bff-4163-9a3c-d2795898a4bc","2026-02-04T23:28:03.000Z","2026-02-04T23:53:18.000Z","jessqualley@gmail.com","26/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","26/09/2025","","","95e31988-3bff-4163-9a3c-d2795898a4bc_1770247663.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",124,NA,NA
"cc4069bb-9254-41c5-83c5-f1eeb47ffe32","2026-02-04T22:29:44.000Z","2026-02-04T22:29:48.000Z","jessqualley@gmail.com","25/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/09/2025","","","cc4069bb-9254-41c5-83c5-f1eeb47ffe32_1770244164.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",117,NA,NA
"3033e1b6-b5f0-40d5-8b98-bb7d91e182c8","2026-02-04T20:50:29.000Z","2026-02-04T20:59:33.000Z","jessqualley@gmail.com","21/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/06/2025","","","3033e1b6-b5f0-40d5-8b98-bb7d91e182c8_1770238208.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",48,NA,NA
"49330731-7154-4590-8842-1e30f12ea652","2026-02-04T20:12:12.000Z","2026-02-04T20:48:14.000Z","jessqualley@gmail.com","21/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/06/2025","","","49330731-7154-4590-8842-1e30f12ea652_1770235881.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",45,NA,NA
"e7f2a306-bcff-4f43-9039-d5290f675014","2026-02-02T22:38:33.000Z","2026-02-02T23:39:40.000Z","jessqualley@gmail.com","17/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/09/2025","","","e7f2a306-bcff-4f43-9039-d5290f675014_1770071883.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",16,NA,NA
"787179ca-5682-4492-a1ef-7d495acee7bf","2026-02-02T21:51:43.000Z","2026-02-02T22:12:19.000Z","jessqualley@gmail.com","26/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","26/09/2025","","","787179ca-5682-4492-a1ef-7d495acee7bf_1770069070.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",121,NA,NA
"163b608c-0543-4352-aa52-569959d458a5","2026-01-30T22:04:18.000Z","2026-01-30T22:49:43.000Z","jessqualley@gmail.com","17/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/09/2025","","","163b608c-0543-4352-aa52-569959d458a5_1769810635.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",21,NA,NA
"401bd422-4c6f-4640-b2e5-51fa74375e25","2026-01-29T22:25:48.000Z","2026-01-29T22:25:53.000Z","jessqualley@gmail.com","17/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/09/2025","","","401bd422-4c6f-4640-b2e5-51fa74375e25_1769725482.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",26,NA,NA
"22ab61c1-bda5-4dcb-9c28-cc408a1d820c","2026-01-29T21:39:37.000Z","2026-01-29T21:39:42.000Z","jessqualley@gmail.com","27/06/2025 Powell River - Atrevida","Tla'amin","Beach Seine","27/06/2025","Powell River","","22ab61c1-bda5-4dcb-9c28-cc408a1d820c_1769722772.jpg","","","",NA,NA,NA
"b8fcfe83-6e05-4ded-8cc8-e12c96d08d68","2026-01-26T20:03:18.000Z","2026-01-26T20:14:22.000Z","jessqualley@gmail.com","18/07/2025 Comox","UVic/PSF","Purse Seine","18/07/2025","Comox","","b8fcfe83-6e05-4ded-8cc8-e12c96d08d68_1769457784.jpg","","","",NA,NA,NA
"fbf186b6-8865-4320-8eb9-4ecdf260a8e8","2026-01-12T17:42:52.000Z","2026-01-12T17:42:57.000Z","jessqualley@gmail.com","22/05/2025 Comox","UVic/PSF","Beach Seine","22/05/2025","Comox","","fbf186b6-8865-4320-8eb9-4ecdf260a8e8_1768239715.jpg","","","",NA,NA,NA
"7618681c-09b8-4b41-aaa4-17997894568d","2026-01-09T18:57:18.000Z","2026-02-25T17:19:43.000Z","maddy.thoms@gmail.com","16/06/2025 Comox","UVic/PSF","Beach Seine","16/06/2025","Comox","","7618681c-09b8-4b41-aaa4-17997894568d_1767985021.jpg","","","",NA,NA,NA
"257480e0-ed89-11f0-ac38-b77c6ec3f99a","2026-01-09T18:29:34.000Z","2026-01-09T18:30:59.000Z","autumnwang1211@gmail.com","26/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","26/09/2025","","","257480e0-ed89-11f0-ac38-b77c6ec3f99a_1767983425.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",121,NA,NA
"64da95a0-ed87-11f0-903d-93f857834de8","2026-01-09T18:17:01.000Z","2026-01-09T18:19:17.000Z","autumnwang1211@gmail.com","17/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/09/2025","","","64da95a0-ed87-11f0-903d-93f857834de8_1767982739.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",21,NA,NA
"5a9a72b0-ed85-11f0-b5de-d1fcd7c2fbe6","2026-01-09T18:02:25.000Z","2026-01-09T18:03:49.000Z","autumnwang1211@gmail.com","17/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/09/2025","","","5a9a72b0-ed85-11f0-b5de-d1fcd7c2fbe6_1767981807.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",26,NA,NA
"dabddce0-ed83-11f0-b0a4-01838fefc647","2026-01-09T17:51:41.000Z","2026-01-09T17:52:31.000Z","autumnwang1211@gmail.com","17/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/09/2025","","","dabddce0-ed83-11f0-b0a4-01838fefc647_1767981132.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",16,NA,NA
